edgeId,edge_coordinates,connected_edges
473449413#7,"[(24.47073527109577, 54.36156171966971), (24.470783307440154, 54.361516441549725)]","['473449413#6', '473449413#8']"
473449413#8,"[(24.470837911626457, 54.36146481392411), (24.471422500131563, 54.36091292121912)]","['473449413#7', '480453533', '473449413#9']"
473449413#9,"[(24.47146263404174, 54.36087510469649), (24.471605584893084, 54.36074018029533)]","['473449413#8', '177199258#0', '682792053#0']"
473449414,"[(24.466031829738537, 54.36600167692779), (24.46603325093543, 54.36600036544785)]","['473449412', '682791874#1', '682791880#0', '473449409']"
473449415,"[(24.465925824814555, 54.365874806647085), (24.465924493840244, 54.36587611624892)]","['473449409', '682791885#1', '682791873#0', '473449412']"
473449416#0,"[(24.471519010650475, 54.36058923752182), (24.471052784794942, 54.36102969790487)]","['177199257#1', '682792054#2', '473449416#1']"
473449416#1,"[(24.471018691122488, 54.361061964639234), (24.47003873751238, 54.36198804287367)]","['473449416#0', '24177966', '473449416#2']"
473449416#2,"[(24.469983156158946, 54.36204057779277), (24.46992517841305, 54.36209543066662)]","['473449416#1', '473449416#3']"
473449416#3,"[(24.469872260604333, 54.36214544469845), (24.469319284258056, 54.36266797012685)]","['473449416#2', '480473598', '480475203', '473449416#4']"
473449416#4,"[(24.469269295317346, 54.36271516154188), (24.469211317268883, 54.3627700137881)]","['473449416#3', '473449416#5']"
473449416#5,"[(24.469157332021084, 54.36282093697871), (24.468637296558295, 54.36331249682712), (24.468338607039204, 54.36359462959903)]","['473449416#4', '480475202', '24177980', '473449416#6']"
473449416#6,"[(24.468284711669256, 54.36364555019625), (24.468225757975656, 54.363701407987016)]","['473449416#5', '473449416#7']"
473449416#7,"[(24.46817097411306, 54.36375313587531), (24.46786358468034, 54.364043632288734)]","['473449416#6', '480475205', '473449416#8']"
473449416#8,"[(24.467829490212736, 54.36407589737399), (24.46705612605735, 54.364806522986065)]","['473449416#7', '473449416#9']"
473449416#9,"[(24.467022031388506, 54.36483878765389), (24.466193261945968, 54.36562203034603)]","['473449416#8', '177263169#0', '682791885#0']"
473449417,"[(24.4618573050355, 54.36133733321077), (24.46185872619178, 54.361336021730544)]","['682791225#1', '682791230#2', '682791224#0', '682791229#2']"
473449418,"[(24.46174161353302, 54.36119864331413), (24.461740374542163, 54.361200049600015)]","['682791227#1', '682791229#2', '682791226#0', '682791230#2']"
478909701#0,"[(24.465783449961073, 54.37511851641834), (24.46578473876675, 54.37511996879792)]","['434371587#7', '494859873', '478909701#1']"
478909701#1,"[(24.465873470460565, 54.37522708966359), (24.46607412211041, 54.37546949647149)]","['478909701#0', '612401129', '478909705', '478909701#2']"
478909701#2,"[(24.466163642446354, 54.37558306029237), (24.466468050585814, 54.375984442235705)]","['478909701#1', '478909701#3']"
478909701#3,"[(24.4664815329926, 54.376002010729366), (24.466571233698833, 54.376118184677466)]","['478909701#2', '514041238', '-24206975#2', '478909701#4']"
478909701#4,"[(24.466660907786903, 54.37623283091345), (24.466884276008017, 54.37651529794614)]","['24206975#2', '478909701#3', '478913257', '478917780#6']"
478917778#0,"[(24.466955347114848, 54.376452687002065), (24.466747718806243, 54.376174873276796)]","['478917780#4', '478917778#1', '478913257']"
478917778#1,"[(24.46669592256637, 54.376107907553134), (24.46624255131007, 54.37553522580233)]","['478917778#0', '478917778#2']"
478917778#2,"[(24.466184560925413, 54.37545981019444), (24.46618336234457, 54.37545835593552)]","['478909704', '478917778#1', '478917778#3']"
478917778#3,"[(24.466160236422606, 54.375425999159155), (24.4659501328159, 54.37513049084163), (24.46592309130927, 54.37504940457773), (24.465911631938738, 54.374992449812474)]","['478909702', '478917778#2', '434371587#9']"
478917779#0,"[(24.467004851693904, 54.3766709169208), (24.467035530293156, 54.37670942851711)]","['478917780#1', '478917779#1']"
478917779#1,"[(24.46737534207605, 54.37713572040558), (24.46772997680285, 54.37757368839403)]","['478917779#0', '478932704', '478932705', '478917779#2']"
478917779#2,"[(24.467776969428996, 54.37763173208346), (24.467784764366762, 54.37764143145855)]","['478917779#1', '24206966#4', '478917779#3']"
478917779#3,"[(24.467889319856127, 54.37777371838064), (24.46789042990703, 54.37777527312558)]","['24206966#3', '478917779#2', '478919158']"
478917780#0,"[(24.466923155867054, 54.37659988686131), (24.46692878954691, 54.37660726431043)]","['478917780#7', '478917780#1']"
478917780#1,"[(24.466953347491092, 54.376628547649105), (24.46695507027449, 54.376629004973424)]","['478917780#0', '478932703#1', '478917779#0', '478917780#2']"
478917780#2,"[(24.46701847031394, 54.37662098509358), (24.46701979967779, 54.376619577009826)]","['478917780#1', '478917780#3']"
478917780#3,"[(24.467048836415465, 54.37655576679965), (24.46704835277284, 54.376553903262064)]","['24206955#1', '478917780#2', '24206956#0', '478917780#4']"
478917780#4,"[(24.466989092201672, 54.376488472511696), (24.466987456215808, 54.37648781617226)]","['-24206956#0', '478917780#3', '478917778#0', '478917780#5']"
478917780#5,"[(24.46694394275047, 54.37649759317121), (24.46693894680782, 54.37650095084264)]","['478917780#4', '478917780#6']"
478917780#6,"[(24.466913400694853, 54.37657346479728), (24.466913525160262, 54.37657543438866)]","['478909701#4', '478917780#5', '478932703#0', '478917780#7']"
478917780#7,"[(24.466922725301508, 54.3766010790917), (24.466923387675788, 54.37660284031339)]","['478917780#6', '478917780#0']"
478919158,"[(24.46795767117085, 54.377811745584616), (24.467959281481335, 54.37781092333536)]","['24206949#7', '478917779#3', '478919159#0', '24206955#0']"
478919159#0,"[(24.468070826886155, 54.37775319299186), (24.468300577174894, 54.37762102751017)]","['478919158', '478919159#1']"
478919159#1,"[(24.468374455040344, 54.37757709405366), (24.468545488566022, 54.37749397080165)]","['478912739#1', '478919159#0', '473430480', '478919159#2']"
478919159#2,"[(24.468611285024995, 54.37746282676444), (24.468708678319054, 54.3774165320586)]","['478919159#1', '478919159#3']"
478919159#3,"[(24.46877474028559, 54.37738508659944), (24.468879323937575, 54.377337064947824), (24.46906956402406, 54.37723214438236)]","['473430478', '478919159#2', '473432072']"
478919725#0,"[(24.469185321325963, 54.377146714707386), (24.46929565221798, 54.37705025438446)]","['298218416', '473432072', '478919725#1']"
478919725#1,"[(24.46933146736481, 54.377018153715895), (24.46961501037427, 54.376756183077354)]","['478919725#0', '478919725#2']"
478919725#2,"[(24.469649649129927, 54.37672390941098), (24.47060808460013, 54.37582116717466)]","['478919725#1', '478919725#3']"
478919725#3,"[(24.470643041174466, 54.37578642110653), (24.471205021364923, 54.375202715910795)]","['478919725#2', '67145760', '478919725#4']"
478919725#4,"[(24.471273892613656, 54.3751356113778), (24.47127531560652, 54.37513439850863)]","['428428685', '478919725#3', '478919725#5', '428428684']"
478919725#5,"[(24.47134420395232, 54.37506827966458), (24.472040917363117, 54.37437477698219)]","['473430481', '478919725#4', '24206968#0', '478919725#6']"
478919725#6,"[(24.472113831012543, 54.374306601504166), (24.47230797761061, 54.37415139840632), (24.47238738075927, 54.37412943592675), (24.47238855364534, 54.3741294115797)]","['-24206968#0', '478919725#5', '434371436#7']"
478919726,"[(24.469037444486695, 54.37712364864295), (24.469034055415307, 54.3771259869394)]","['-298218416', '330967455#6', '24206966#0']"
478925562,"[(24.471615399637624, 54.35212362287024), (24.471611695057025, 54.35210279488326), (24.47161221315683, 54.35203454523391), (24.471613284042064, 54.35202870476942)]","['-478925564#0', '473077071', '59988639#3']"
478925564#0,"[(24.471610253292358, 54.35218013607944), (24.47163019719195, 54.352205751935166)]","['-478925564#0', '473077071', '478925564#1', '-478925564#0']"
478925564#1,"[(24.471659375715976, 54.35224330366749), (24.47216612034682, 54.3528954644993), (24.473862792738107, 54.35502756708951)]","['-478925564#1', '478925564#0', '478925564#2', '-478925564#1']"
478925564#2,"[(24.473899520697405, 54.35507364021827), (24.474407271136464, 54.35571170133598)]","['-478925564#2', '473073686', '478925564#1', '478925564#3', '473073685', '-478925564#2']"
478925564#3,"[(24.47444400064438, 54.355757873444595), (24.47473746503634, 54.356126667370674)]","['-478925564#3', '478925564#2', '478925564#4', '-24196615#3', '-478925564#3']"
478925564#4,"[(24.474822734414666, 54.35623375451964), (24.475698599714775, 54.35733442446682)]","['-478925564#4', '24196615#3', '478925564#3', '478925564#5', '24196614#0', '-478925564#4']"
478925564#5,"[(24.475783870089323, 54.35744161184517), (24.476502202741457, 54.3583444138759)]","['-24196614#0', '-478925564#5', '478925564#4', '177196367', '478925564#6', '-478925564#5']"
478925564#6,"[(24.476587470781062, 54.35845150405624), (24.476624751248274, 54.35849825794806), (24.478575775200166, 54.360950244278825), (24.47915935614717, 54.36168351433657), (24.479223121783445, 54.36176364198308), (24.479238257388033, 54.36178275385268)]","['-177196367', '-478925564#6', '478925564#5', '-478925564#6']"
478932705,"[(24.467731955824334, 54.37765647918245), (24.467731997623783, 54.37768487779351)]","['478917779#1', '24206966#5']"
479128660,"[(24.47090065369854, 54.38710932452385), (24.470895750958732, 54.38710765076461), (24.470893975493794, 54.38710936384357)]","['112672265#0', '304107565', '418671572#14']"
479165930,"[(24.4703710538259, 54.38644270084723), (24.470376685177794, 54.38644475397014), (24.470748219749083, 54.38691672779235), (24.470760776620903, 54.38693303526499), (24.470775723105678, 54.38693617796599)]","['418671572#9', '112672265#3']"
479321516,"[(24.460261174500722, 54.3799500456613), (24.46015917242443, 54.380046816510685)]","['434371578#8', '479321517#0']"
479321517#0,"[(24.46012511994022, 54.38007912379878), (24.458994224913564, 54.38115144193232)]","['479321516', '479321517#1']"
479321517#1,"[(24.458950715491067, 54.38119271990377), (24.458657155239514, 54.38147096071134)]","['119550779', '479321517#0', '479324623', '479321517#2']"
479321517#2,"[(24.45861626542345, 54.381509768508884), (24.458614910882176, 54.38151102905938)]","['479321517#1', '479321517#3']"
479321517#3,"[(24.45856929442495, 54.38155442101322), (24.4580075900806, 54.38209333874964)]","['24187183', '479321517#2', '24206953#0', '479321517#4']"
479321517#4,"[(24.45790711857819, 54.38217826684059), (24.457905741474335, 54.38217952784312)]","['479321517#3', '479321517#5']"
479321517#5,"[(24.45791631957347, 54.382170163758865), (24.457897239277855, 54.38218759182145)]","['479321517#4', '479321517#6']"
479321517#6,"[(24.45788204644922, 54.38220148842005), (24.457880669345123, 54.38220274942207)]","['479321517#5', '415113198']"
479321518,"[(24.46028663709685, 54.38021217392319), (24.46037578896554, 54.38012774803172)]","['415113203#5', '479321519#0']"
479321519#0,"[(24.460377830751373, 54.380125782996636), (24.46038884142676, 54.38011534960255)]","['479321518', '479321519#1']"
479321519#1,"[(24.460435101221197, 54.38007135153077), (24.460550288081702, 54.379962006708624)]","['24206880', '479321519#0', '479321519#2']"
479321519#10,"[(24.462945665273285, 54.3776883678727), (24.462947041474862, 54.377687057484195)]","['479321519#9', '434371581']"
479321519#2,"[(24.460584339672547, 54.37992964998715), (24.460755222217873, 54.37976745876595)]","['479321519#1', '326539097', '479321519#3']"
479321519#3,"[(24.460798065594386, 54.37972683439651), (24.460799419262116, 54.37972552451998)]","['479321519#2', '479321519#4']"
479321519#4,"[(24.460847456866638, 54.37967996098744), (24.461075587580634, 54.379463386809746)]","['326539098', '479321519#3', '24206878', '479321519#5']"
479321519#5,"[(24.46112284761008, 54.379418529403154), (24.462175194679425, 54.37841966223495)]","['479321519#4', '479321519#6', '482518286#0']"
479321519#6,"[(24.462195616539468, 54.378400257742825), (24.46239832941796, 54.37820787064705)]","['479321519#5', '479321519#7']"
479321519#7,"[(24.46245699865359, 54.378152175859434), (24.462761399191344, 54.37786321712511)]","['24206878', '479321519#6', '90658075#0', '479321519#8']"
479321519#8,"[(24.462868971996464, 54.3777611995026), (24.462888084361307, 54.377743054495056)]","['479321519#7', '479321519#9']"
479321519#9,"[(24.46289012653673, 54.377741114023976), (24.462917562493487, 54.377715031353716)]","['479321519#8', '479321519#10']"
479537285#0,"[(24.455974889509815, 54.35606540282702), (24.45600041776096, 54.35600531586562), (24.456372182007225, 54.35563450864265)]","['473167679#10', '479537285#1']"
479537285#1,"[(24.456406955134245, 54.35559986410462), (24.456420439257982, 54.35558646872148)]","['479537285#0', '479537287#0']"
479537286,"[(24.45649009237539, 54.3555413341815), (24.456491381344982, 54.355542786245294)]","['282224352', '682777334#0']"
479537287#0,"[(24.456499587761133, 54.355501153782065), (24.4565007790016, 54.35549960060659)]","['479537285#1', '479537287#1', '480737247#2']"
479537287#1,"[(24.45652921532115, 54.35546129229866), (24.45653027036728, 54.35545969266795)]","['479537287#0', '480737247#1', '480737245#1', '479537287#2']"
479537287#2,"[(24.456545274580407, 54.35543517306887), (24.456545420516843, 54.35543319803229)]","['479537287#1', '480737245#0', '682777337#0', '282224351']"
479541269#0,"[(24.45083445064819, 54.36083432363693), (24.45071027642443, 54.361000579650884), (24.450398897774114, 54.36133124910984)]","['473167678#16', '479541269#1']"
479541269#1,"[(24.450375860151276, 54.36135578632586), (24.450374529204126, 54.36135709579372)]","['479541269#0', '479541271']"
479541270,"[(24.45031537920554, 54.361391357633714), (24.450314180513583, 54.361389903689144)]","['473167681', '682792326#0', '473167677']"
479541271,"[(24.45027339636393, 54.361468051867845), (24.45027261534826, 54.361469842848514)]","['479541269#1', '682792328#0', '473167680']"
479557071#0,"[(24.453201389418194, 54.35179818235717), (24.45332094996338, 54.35187396734087), (24.453567708900458, 54.35215237076373)]","['473428552#5', '479557071#1']"
479557071#1,"[(24.45361474777857, 54.35220482653095), (24.45366554613747, 54.35226065460828), (24.453697148038177, 54.35227685379841)]","['479557071#0', '480734809#0']"
479567097#0,"[(24.45749418413583, 54.34906122213409), (24.457495518273156, 54.34906267319129)]","['524157517', '682785544#1', '479567097#1']"
479567097#1,"[(24.457527345162863, 54.3490942488082), (24.457528720951192, 54.3490955017942)]","['479567097#0', '416297653#0']"
479602271,"[(24.459734553006218, 54.35169365201529), (24.45973625164492, 54.35169272905852)]","['416297653#6', '479602268#0', '24161416#2']"
479605014#0,"[(24.457542392885486, 54.354375490729296), (24.45738491619386, 54.35460319560983), (24.456694227480295, 54.355308220321746)]","['682784155#5', '479605014#1']"
479605014#1,"[(24.456660356643145, 54.35534284617124), (24.456658585007883, 54.35534475657378)]","['479605014#0', '480737243#0']"
